record_id,corporate_name,supplier_tier,country,annual_spend_usd,contract_start,category,risk_score,is_active,contact_email
SC-00468,Indigo Capital,Tier 2,India,299236.04,2021-04-01,Services,6.43,False,procurement@indigocapita.com
SC-00469,Nova Logistics,Tier 2,China,4016243.37,2022-07-06,Electronics,8.57,False,procurement@novalogistic.com
SC-00470,Indigo Capital,Tier 2,Japan,3284196.37,2020-07-29,Software,4.12,True,procurement@indigocapita.com
SC-00471,Horizon Enterprises,Tier 3,UK,1073913.68,2023-10-07,Software,9.5,True,procurement@horizonenter.com
SC-00472,Pinnacle Sys,Tier 2,India,2822746.68,2023-06-23,Services,4.73,True,procurement@pinnaclesyst.com
SC-00473,Cascade Biotech,Tier 1,France,3311605.76,2020-01-05,Raw Materials,3.55,True,procurement@cascadebiote.com
SC-00474,Nimbus Cloud,Tier 3,USA,276601.64,2020-12-02,Software,1.4,False,procurement@nimbuscloud.com
SC-00475,Catalyst Group,Tier 3,Germany,978339.83,2022-03-15,Logistics,4.57,True,procurement@catalystgrou.com
SC-00476,Sirius Retail,Tier 2,USA,4636801.33,2023-10-08,Services,1.23,False,procurement@siriusretail.com
SC-00477,Summit Resources,Tier 2,USA,2675303.52,2020-04-09,Services,9.35,False,procurement@summitresour.com
SC-00478,Vertex Capital,Tier 3,UK,909568.84,2020-09-19,Electronics,3.87,True,procurement@vertexcapita.com
SC-00479,Vertex Capital,Tier 2,UK,4583755.7,2021-05-23,Raw Materials,3.98,True,procurement@vertexcapita.com
SC-00480,ATLAS Freight,Tier 1,Germany,2093090.09,2023-12-04,Services,2.99,True,procurement@atlasfreight.com
SC-00481,Nimbus Cloud,Tier 1,Germany,3139629.57,2021-08-18,Raw Materials,9.21,True,procurement@nimbuscloud.com
SC-00482,Orion Dynamics,Tier 3,USA,3815836.37,2023-02-25,Software,5.83,False,procurement@oriondynamic.com
SC-00483,Forge Industries,Tier 2,France,113214.05,2020-08-06,Electronics,3.81,True,procurement@forgeindustr.com
SC-00484,Pinnacle Sys,Tier 2,France,3938384.35,2021-08-09,Raw Materials,1.46,True,procurement@pinnaclesyst.com
SC-00485,Atlas Freight LLC,Tier 3,USA,1825478.06,2022-07-15,Electronics,6.16,True,procurement@atlasfreight.com
SC-00486,Nimbus Cloud,Tier 1,UK,3932320.51,2023-11-26,Raw Materials,6.93,True,procurement@nimbuscloud.com
SC-00487,Delta Robotics,Tier 2,France,4880322.47,2021-10-02,Services,0.54,True,procurement@deltarobotic.com
SC-00488,Vanguard Networks,Tier 1,Japan,3537913.89,2023-08-19,Raw Materials,7.55,True,procurement@vanguardnetw.com
SC-00489,Vanguard Networks,Tier 2,Germany,4918093.95,2020-06-01,Logistics,9.62,True,procurement@vanguardnetw.com
SC-00490,Delta Robotics,Tier 2,India,2805163.17,2020-09-23,Logistics,5.84,True,procurement@deltarobotic.com
SC-00491,ACME Corporation,Tier 2,Japan,4690597.53,2020-03-22,Logistics,9.29,True,procurement@acmecorporat.com
SC-00492,Aether Networks,Tier 2,France,2884751.1,2022-01-03,Electronics,7.84,True,procurement@aethernetwor.com
SC-00493,Radiant Health,Tier 1,UK,387473.52,2022-10-31,Logistics,4.16,False,procurement@radianthealt.com
SC-00494,Horizon Enterprises,Tier 1,Germany,3333505.66,2021-11-09,Raw Materials,2.94,False,procurement@horizonenter.com
SC-00495,Nimbus Cloud,Tier 1,Japan,1762736.09,2021-05-07,Services,9.19,True,procurement@nimbuscloud.com
SC-00496,NexGen,Tier 2,China,4583865.53,2020-08-20,Software,2.57,True,procurement@nexgensoluti.com
SC-00497,Global Tech,Tier 2,UK,4023942.85,2022-07-01,Software,0.44,True,procurement@globaltechin.com
SC-00498,Indigo Capital,Tier 1,Germany,4859562.41,2023-01-06,Services,0.07,True,procurement@indigocapita.com
SC-00499,Solaris Energy,Tier 3,China,4186542.13,2021-02-25,Services,8.29,False,procurement@solarisenerg.com
SC-00500,Vertex Holdings,Tier 1,China,3598498.0,2020-03-18,Electronics,0.73,True,procurement@vertexholdin.com
SC-00501,Quantum,Tier 1,UK,4117015.63,2021-06-13,Software,3.88,False,procurement@quantumanaly.com
SC-00502,SynapseAI,Tier 1,China,3382828.73,2022-12-31,Electronics,6.41,True,procurement@synapseai.com
SC-00503,Tempest Energy,Tier 3,France,409317.75,2022-10-26,Electronics,2.9,True,procurement@tempestenerg.com
SC-00504,Delphi Advisors,Tier 2,France,4637119.85,2022-02-20,Software,8.22,True,procurement@delphiadviso.com
SC-00505,Eclipse Trading,Tier 3,Germany,725088.23,2022-03-11,Services,2.95,True,procurement@eclipsetradi.com
SC-00506,Cobalt Ventures,Tier 1,UK,4380096.29,2020-10-16,Electronics,0.42,False,procurement@cobaltventur.com
SC-00507,Forge Industries,Tier 2,Germany,3754068.1,2021-12-05,Logistics,4.13,True,procurement@forgeindustr.com
SC-00508,Stratos Global,Tier 1,UK,4182004.42,2021-02-01,Electronics,1.81,True,procurement@stratosgloba.com
SC-00509,Nimbus Cloud,Tier 3,UK,412065.63,2023-10-07,Electronics,2.51,True,procurement@nimbuscloud.com
SC-00510,Tempest Energy,Tier 2,India,684664.98,2023-09-04,Logistics,1.0,True,procurement@tempestenerg.com
SC-00511,Vanguard Networks,Tier 2,China,1675313.09,2023-09-12,Raw Materials,6.93,True,procurement@vanguardnetw.com
SC-00512,Solace Systems,Tier 2,China,884765.58,2021-10-03,Logistics,7.86,False,procurement@solacesystem.com
SC-00513,Stellar Pharma,Tier 1,Japan,3678215.34,2022-09-09,Software,4.45,True,procurement@stellarpharm.com
SC-00514,Pulsar Electronics,Tier 1,Japan,3052806.95,2021-07-28,Logistics,8.91,True,procurement@pulsarelectr.com
SC-00515,Quantum,Tier 3,USA,3650755.57,2020-02-08,Services,6.32,False,procurement@quantumanaly.com
SC-00516,Tempest Energy,Tier 1,UK,1340050.79,2023-01-10,Software,6.54,True,procurement@tempestenerg.com
SC-00517,Crest Financial,Tier 1,France,2968523.74,2021-08-18,Logistics,4.65,True,procurement@crestfinanci.com
SC-00518,Prism Consulting,Tier 3,USA,3330258.52,2023-06-11,Logistics,7.57,True,procurement@prismconsult.com
SC-00519,Cascade Biotech,Tier 1,UK,4746123.57,2023-09-12,Logistics,7.36,False,procurement@cascadebiote.com
SC-00520,Helios Media,Tier 1,France,2463828.63,2020-05-08,Raw Materials,3.69,True,procurement@heliosmedia.com
SC-00521,Solaris Energy,Tier 2,China,4593614.62,2020-04-05,Electronics,9.81,True,procurement@solarisenerg.com
SC-00522,Catalyst Group,Tier 3,India,2914225.6,2023-03-13,Logistics,3.77,False,procurement@catalystgrou.com
SC-00523,Crest Financial,Tier 3,India,1912827.47,2021-04-01,Services,4.06,True,procurement@crestfinanci.com
SC-00524,Pulsar Electronics,Tier 3,USA,2534093.07,2020-10-11,Software,1.66,True,procurement@pulsarelectr.com
SC-00525,Vertex Capital,Tier 1,Germany,975183.1,2022-01-11,Services,7.17,True,procurement@vertexcapita.com
SC-00526,Titan Manufacturing Co,Tier 2,Japan,611026.55,2023-10-14,Software,4.79,True,procurement@titanmanufac.com
SC-00527,Ionic Materials,Tier 1,USA,683031.32,2023-04-28,Logistics,1.35,True,procurement@ionicmateria.com
SC-00528,Solace Systems,Tier 1,Germany,1328385.25,2021-01-03,Services,9.58,True,procurement@solacesystem.com
SC-00529,Atlas Freight LLC,Tier 1,China,3052303.19,2022-08-23,Software,1.71,False,procurement@atlasfreight.com
SC-00530,Delphi Advisors,Tier 3,France,3849076.06,2023-06-30,Services,2.65,True,procurement@delphiadviso.com
SC-00531,Summit Resources,Tier 1,China,1958036.32,2020-08-10,Electronics,2.02,False,procurement@summitresour.com
SC-00532,Zenith,Tier 1,Germany,2405552.47,2023-06-13,Services,0.39,True,procurement@zenithtechno.com
SC-00533,Horizon Enterprises,Tier 3,Germany,4514824.54,2023-01-09,Electronics,8.97,False,procurement@horizonenter.com
SC-00534,Radiant Health,Tier 2,France,265019.5,2022-12-21,Software,2.29,False,procurement@radianthealt.com
SC-00535,Delta Robotics,Tier 3,France,3719900.51,2023-11-27,Services,0.98,True,procurement@deltarobotic.com
SC-00536,Quantum Analytics Inc,Tier 1,France,464897.03,2023-05-10,Services,4.09,True,procurement@quantumanaly.com
SC-00537,Acme Corp.,Tier 3,France,85214.69,2022-12-06,Electronics,5.2,False,procurement@acmecorporat.com
SC-00538,Solaris Energy,Tier 2,India,577586.92,2022-05-22,Services,2.54,False,procurement@solarisenerg.com
SC-00539,Solace Systems,Tier 3,India,4959403.44,2022-03-24,Logistics,4.13,False,procurement@solacesystem.com
SC-00540,Orion Dynamics,Tier 3,UK,2444612.78,2021-09-20,Services,3.44,False,procurement@oriondynamic.com
SC-00541,Apex Industries LLC,Tier 1,Japan,1187367.96,2023-12-03,Logistics,1.0,False,procurement@apexindustri.com
SC-00542,Sirius Retail,Tier 1,China,4824622.74,2020-01-11,Electronics,8.23,False,procurement@siriusretail.com
SC-00543,Delphi Advisors,Tier 1,USA,1352305.39,2022-01-29,Electronics,6.09,False,procurement@delphiadviso.com
SC-00544,Prism Consulting,Tier 3,UK,334442.02,2020-12-24,Software,4.39,True,procurement@prismconsult.com
SC-00545,Radiant Health,Tier 1,USA,3930599.25,2022-11-11,Services,6.98,True,procurement@radianthealt.com
SC-00546,Next Gen Solutions,Tier 1,Japan,51422.0,2020-11-18,Electronics,9.97,False,procurement@nexgensoluti.com
SC-00547,Helios Media,Tier 2,UK,1041536.4,2020-02-01,Electronics,9.19,True,procurement@heliosmedia.com
SC-00548,Nimbus Cloud,Tier 2,France,1418713.85,2023-05-26,Logistics,4.55,False,procurement@nimbuscloud.com
SC-00549,Solace Systems,Tier 2,Germany,2065316.4,2020-08-06,Services,0.72,True,procurement@solacesystem.com
SC-00550,Sirius Retail,Tier 3,India,4386759.58,2023-03-23,Raw Materials,6.94,False,procurement@siriusretail.com
SC-00551,Solace Systems,Tier 1,France,1731320.78,2022-07-28,Software,8.97,True,procurement@solacesystem.com
SC-00552,Eclipse Trading,Tier 2,USA,1944232.57,2021-03-27,Logistics,8.0,False,procurement@eclipsetradi.com
SC-00553,Helios Media,Tier 3,France,1353580.97,2021-08-11,Electronics,3.99,True,procurement@heliosmedia.com
SC-00554,Vertex Holdings,Tier 2,India,1800012.73,2023-03-20,Raw Materials,1.83,True,procurement@vertexholdin.com
SC-00555,Pulsar Electronics,Tier 1,Japan,1248179.76,2021-06-27,Logistics,2.29,True,procurement@pulsarelectr.com
SC-00556,Aether Networks,Tier 1,France,578111.99,2020-06-09,Software,6.14,True,procurement@aethernetwor.com
SC-00557,Eclipse Trading,Tier 3,India,2487084.87,2023-03-22,Raw Materials,4.91,True,procurement@eclipsetradi.com
SC-00558,Prism Consulting,Tier 3,Germany,318033.45,2022-05-16,Software,9.4,True,procurement@prismconsult.com
SC-00559,Vertex Capital,Tier 2,France,3447376.3,2020-12-23,Software,9.77,False,procurement@vertexcapita.com
SC-00560,Indigo Capital,Tier 1,Japan,1093224.31,2023-04-04,Electronics,3.25,True,procurement@indigocapita.com
SC-00561,Orion Dynamics,Tier 1,India,2383159.56,2023-06-09,Raw Materials,3.66,False,procurement@oriondynamic.com
SC-00562,Synapse A.I.,Tier 2,Japan,3773369.03,2022-01-17,Software,2.8,True,procurement@synapseai.com
SC-00563,Solace Systems,Tier 3,Japan,1181405.41,2020-07-23,Raw Materials,8.04,False,procurement@solacesystem.com
SC-00564,Delta Robotics,Tier 1,France,4797782.21,2020-11-02,Software,8.06,True,procurement@deltarobotic.com
SC-00565,Ionic Materials,Tier 1,France,3171727.32,2022-12-29,Raw Materials,7.85,True,procurement@ionicmateria.com
SC-00566,Quantum,Tier 3,USA,2022089.41,2023-11-15,Logistics,0.6,True,procurement@quantumanaly.com
SC-00567,Eclipse Trading,Tier 2,Japan,1706549.87,2022-01-09,Raw Materials,5.6,True,procurement@eclipsetradi.com
SC-00568,Helios Media,Tier 2,USA,1787897.92,2023-10-23,Services,1.99,True,procurement@heliosmedia.com
SC-00569,ATLAS Freight,Tier 2,Japan,2576700.4,2022-07-04,Electronics,3.81,True,procurement@atlasfreight.com
SC-00570,Summit Resources,Tier 1,Japan,4048199.86,2021-11-21,Software,6.31,False,procurement@summitresour.com
SC-00571,Vertex Holdings,Tier 1,India,1179678.8,2021-10-10,Raw Materials,7.1,False,procurement@vertexholdin.com
SC-00572,Stellar Pharma,Tier 2,Japan,2955252.88,2022-07-11,Software,1.67,True,procurement@stellarpharm.com
SC-00573,Apex Industries LLC,Tier 1,Japan,1295652.7,2023-12-06,Electronics,2.11,False,procurement@apexindustri.com
SC-00574,Catalyst Group,Tier 1,China,2764747.03,2020-02-23,Software,5.24,True,procurement@catalystgrou.com
SC-00575,Catalyst Group,Tier 3,Germany,467340.77,2022-03-09,Raw Materials,2.29,True,procurement@catalystgrou.com
SC-00576,Cascade Biotech,Tier 1,UK,4200663.01,2020-02-28,Electronics,6.64,True,procurement@cascadebiote.com
SC-00577,Eclipse Trading,Tier 3,India,2765299.11,2020-10-03,Services,1.77,False,procurement@eclipsetradi.com
SC-00578,Solace Systems,Tier 3,Japan,3215664.83,2021-09-26,Raw Materials,4.82,True,procurement@solacesystem.com
SC-00579,Horizon Enterprises,Tier 2,India,2090408.84,2020-11-14,Raw Materials,0.11,True,procurement@horizonenter.com
SC-00580,Helios Media,Tier 2,UK,91169.7,2022-10-04,Software,3.0,False,procurement@heliosmedia.com
SC-00581,Atlas Freight Co,Tier 1,France,85729.03,2022-02-04,Logistics,4.12,False,procurement@atlasfreight.com
SC-00582,Prism Consulting,Tier 1,Japan,3698733.38,2022-03-09,Software,2.21,True,procurement@prismconsult.com
SC-00583,Synapse Artificial Intelligence,Tier 1,UK,3834464.56,2023-06-09,Raw Materials,2.85,True,procurement@synapseai.com
SC-00584,Ionic Materials,Tier 1,Germany,726288.96,2020-08-14,Software,6.18,True,procurement@ionicmateria.com
SC-00585,Aether Networks,Tier 1,India,146007.22,2020-04-11,Services,0.22,True,procurement@aethernetwor.com
SC-00586,ATLAS Freight,Tier 1,Japan,2220162.35,2020-01-17,Logistics,0.9,True,procurement@atlasfreight.com
SC-00587,Pulsar Electronics,Tier 2,China,1592304.59,2022-10-17,Raw Materials,4.64,True,procurement@pulsarelectr.com
SC-00588,Sirius Retail,Tier 1,USA,1369192.71,2022-03-14,Electronics,5.43,True,procurement@siriusretail.com
SC-00589,Vanguard Networks,Tier 2,France,112446.67,2021-05-24,Software,7.71,False,procurement@vanguardnetw.com
SC-00590,Nova Logistics,Tier 1,China,3689847.76,2020-07-11,Services,6.66,True,procurement@novalogistic.com
SC-00591,Eclipse Trading,Tier 3,India,4684265.47,2020-11-20,Electronics,7.45,True,procurement@eclipsetradi.com
SC-00592,Quantum Analytics Inc,Tier 3,India,1033681.98,2020-04-16,Logistics,9.73,True,procurement@quantumanaly.com
SC-00593,SynapseAI,Tier 1,Germany,3982232.47,2023-04-12,Electronics,3.96,True,procurement@synapseai.com
SC-00594,Acme Corp,Tier 3,France,3469219.5,2023-11-10,Services,1.55,True,procurement@acmecorporat.com
SC-00595,Nova Logistics,Tier 2,USA,3445425.99,2021-11-24,Electronics,0.6,True,procurement@novalogistic.com
SC-00596,Forge Industries,Tier 1,China,1201739.42,2023-02-17,Raw Materials,8.06,False,procurement@forgeindustr.com
SC-00597,Vanguard Networks,Tier 3,China,1822929.11,2020-10-02,Raw Materials,8.99,False,procurement@vanguardnetw.com
SC-00598,Cascade Biotech,Tier 3,Japan,2475955.38,2023-03-06,Logistics,5.44,True,procurement@cascadebiote.com
SC-00599,Summit Resources,Tier 3,France,2794875.54,2020-05-21,Services,1.55,True,procurement@summitresour.com
SC-00600,Quantum,Tier 2,China,53563.15,2023-07-30,Services,3.79,True,procurement@quantumanaly.com
SC-00601,Global Tech,Tier 2,France,3119976.7,2021-10-18,Electronics,6.58,False,procurement@globaltechin.com
SC-00602,Vanguard Networks,Tier 3,Germany,3084544.25,2021-10-22,Software,6.41,True,procurement@vanguardnetw.com
SC-00603,Catalyst Group,Tier 1,France,4692107.71,2020-12-31,Electronics,2.02,False,procurement@catalystgrou.com
SC-00604,Vanguard Networks,Tier 1,UK,3226670.76,2022-03-06,Software,5.26,True,procurement@vanguardnetw.com
SC-00605,Pinnacle Systems Ltd,Tier 1,UK,3603333.71,2020-01-27,Logistics,6.56,True,procurement@pinnaclesyst.com
SC-00606,Summit Resources,Tier 2,UK,3730213.33,2022-05-01,Raw Materials,7.94,True,procurement@summitresour.com
SC-00607,Aether Networks,Tier 3,USA,3684786.67,2021-09-14,Electronics,9.45,True,procurement@aethernetwor.com
SC-00608,Catalyst Group,Tier 3,China,987829.04,2022-12-13,Logistics,5.7,True,procurement@catalystgrou.com
SC-00609,Nimbus Cloud,Tier 3,USA,3843102.93,2023-03-26,Raw Materials,6.74,False,procurement@nimbuscloud.com
SC-00610,Catalyst Group,Tier 1,UK,2037708.01,2021-11-22,Logistics,5.34,False,procurement@catalystgrou.com
SC-00611,Helios Media,Tier 3,India,4232027.37,2022-04-24,Software,8.26,True,procurement@heliosmedia.com
SC-00612,Delphi Advisors,Tier 3,UK,1108944.27,2023-01-31,Raw Materials,3.6,False,procurement@delphiadviso.com
SC-00613,Cascade Biotech,Tier 1,Japan,221581.37,2021-08-05,Services,0.16,True,procurement@cascadebiote.com
SC-00614,Cobalt Ventures,Tier 2,Germany,1113372.92,2021-10-06,Electronics,7.72,True,procurement@cobaltventur.com
SC-00615,Nimbus Cloud,Tier 1,USA,2328830.54,2020-11-15,Logistics,2.65,True,procurement@nimbuscloud.com
SC-00616,Titan Manufacturing Co,Tier 2,USA,2873911.44,2023-03-11,Logistics,7.34,True,procurement@titanmanufac.com
SC-00617,Eclipse Trading,Tier 2,France,4500169.28,2023-12-10,Services,8.2,True,procurement@eclipsetradi.com
SC-00618,Delphi Advisors,Tier 1,Japan,4051288.8,2022-02-20,Electronics,7.8,True,procurement@delphiadviso.com
SC-00619,Helios Media,Tier 2,France,646675.62,2021-04-09,Services,9.29,False,procurement@heliosmedia.com
SC-00620,Pinnacle Systems Ltd,Tier 3,USA,1630616.87,2023-03-02,Logistics,3.27,True,procurement@pinnaclesyst.com
SC-00621,Zenith Tech,Tier 3,Japan,4986968.15,2022-07-01,Services,5.75,True,procurement@zenithtechno.com
SC-00622,Titan Manufacturing Co,Tier 2,France,2001895.9,2020-09-27,Raw Materials,0.83,True,procurement@titanmanufac.com
SC-00623,Nimbus Cloud,Tier 2,USA,2022708.83,2022-06-08,Logistics,7.62,False,procurement@nimbuscloud.com
SC-00624,Nimbus Cloud,Tier 2,China,3278629.77,2021-02-05,Services,6.16,True,procurement@nimbuscloud.com
SC-00625,Nova Logistics,Tier 2,France,2178825.37,2023-11-03,Services,0.9,False,procurement@novalogistic.com
SC-00626,SynapseAI,Tier 2,Germany,1637654.9,2023-05-01,Electronics,7.7,True,procurement@synapseai.com
SC-00627,Helios Media,Tier 3,Germany,2230293.95,2021-04-23,Logistics,6.85,True,procurement@heliosmedia.com
SC-00628,Horizon Enterprises,Tier 3,USA,1253089.13,2023-06-25,Logistics,8.69,True,procurement@horizonenter.com
SC-00629,ACME Corporation,Tier 3,France,600826.06,2022-07-10,Software,0.23,True,procurement@acmecorporat.com
SC-00630,Forge Industries,Tier 1,UK,2640166.11,2021-06-13,Services,4.83,True,procurement@forgeindustr.com
SC-00631,GlobalTech Incorporated,Tier 3,Japan,2657655.5,2021-06-07,Logistics,0.6,True,procurement@globaltechin.com
SC-00632,Aether Networks,Tier 1,China,3291051.47,2020-01-18,Electronics,3.89,True,procurement@aethernetwor.com
SC-00633,Crest Financial,Tier 1,India,4343681.69,2023-08-22,Software,2.31,False,procurement@crestfinanci.com
SC-00634,Vertex Capital,Tier 2,China,4340525.09,2022-12-24,Electronics,1.86,False,procurement@vertexcapita.com
SC-00635,Nimbus Cloud,Tier 1,Germany,4615237.07,2021-09-16,Raw Materials,4.9,True,procurement@nimbuscloud.com
SC-00636,GlobalTech Incorporated,Tier 3,India,1809121.76,2021-09-11,Logistics,9.96,True,procurement@globaltechin.com
SC-00637,Pinnacle,Tier 2,China,4457490.33,2020-03-01,Services,9.49,True,procurement@pinnaclesyst.com
SC-00638,Zenith Technologies Ltd,Tier 2,Japan,729440.35,2022-02-21,Services,9.61,True,procurement@zenithtechno.com
SC-00639,Ionic Materials,Tier 3,Germany,2161001.74,2021-10-01,Services,3.29,True,procurement@ionicmateria.com
SC-00640,Solaris Energy,Tier 3,UK,3436040.75,2021-02-18,Logistics,3.09,True,procurement@solarisenerg.com
SC-00641,Synapse A.I.,Tier 3,UK,4589705.0,2021-10-12,Electronics,5.57,True,procurement@synapseai.com
SC-00642,Orion Dynamics,Tier 1,Japan,195942.56,2021-10-14,Software,9.61,True,procurement@oriondynamic.com
SC-00643,Cascade Biotech,Tier 1,France,980271.33,2020-09-26,Logistics,0.26,True,procurement@cascadebiote.com
SC-00644,Delphi Advisors,Tier 3,Germany,1193016.27,2020-02-23,Raw Materials,0.79,False,procurement@delphiadviso.com
SC-00645,Apex Industries LLC,Tier 3,China,3574494.68,2022-02-04,Logistics,8.52,False,procurement@apexindustri.com
SC-00646,Eclipse Trading,Tier 1,Germany,1170051.65,2022-04-16,Electronics,9.25,False,procurement@eclipsetradi.com
SC-00647,TITAN Manufacturing,Tier 3,Germany,3800994.12,2020-05-15,Logistics,9.27,False,procurement@titanmanufac.com
SC-00648,Aether Networks,Tier 3,India,4340535.78,2021-05-20,Software,4.05,True,procurement@aethernetwor.com
SC-00649,Delphi Advisors,Tier 3,India,2001046.01,2023-03-17,Services,5.36,True,procurement@delphiadviso.com
SC-00650,Radiant Health,Tier 2,China,4143700.0,2020-03-27,Logistics,5.19,False,procurement@radianthealt.com
SC-00651,NexGen,Tier 2,UK,3837541.37,2020-04-10,Logistics,2.91,False,procurement@nexgensoluti.com
SC-00652,Cobalt Ventures,Tier 2,Germany,2141187.8,2023-06-09,Electronics,6.9,True,procurement@cobaltventur.com
SC-00653,Summit Resources,Tier 1,Japan,2528256.06,2021-01-03,Services,9.38,True,procurement@summitresour.com
SC-00654,Prism Consulting,Tier 2,China,173314.96,2022-07-18,Services,8.97,True,procurement@prismconsult.com
SC-00655,Summit Resources,Tier 2,India,3474001.27,2023-12-28,Logistics,7.18,True,procurement@summitresour.com
SC-00656,Horizon Enterprises,Tier 3,China,3188658.47,2020-06-23,Services,7.07,True,procurement@horizonenter.com
SC-00657,Delta Robotics,Tier 1,France,895880.66,2021-11-17,Services,8.71,True,procurement@deltarobotic.com
SC-00658,Stratos Global,Tier 1,France,3574635.07,2022-05-09,Raw Materials,3.1,False,procurement@stratosgloba.com
SC-00659,Atlas Freight Co,Tier 1,USA,4497782.47,2021-02-19,Electronics,6.23,True,procurement@atlasfreight.com
SC-00660,ACME Corporation,Tier 2,France,2518279.09,2020-01-12,Services,8.83,True,procurement@acmecorporat.com
SC-00661,Solaris Energy,Tier 2,China,2237283.04,2023-05-16,Services,0.07,True,procurement@solarisenerg.com
SC-00662,Aether Networks,Tier 1,Germany,783868.03,2023-08-30,Raw Materials,0.37,True,procurement@aethernetwor.com
SC-00663,Solace Systems,Tier 2,USA,292705.25,2022-05-03,Logistics,1.61,True,procurement@solacesystem.com
SC-00664,Aether Networks,Tier 2,Japan,2915883.15,2020-03-14,Electronics,7.69,True,procurement@aethernetwor.com
SC-00665,Crest Financial,Tier 1,France,2165253.0,2023-02-01,Electronics,2.93,True,procurement@crestfinanci.com
SC-00666,Meridian Corp,Tier 2,UK,2098101.65,2021-03-05,Logistics,6.12,True,procurement@meridiancorp.com
SC-00667,Solace Systems,Tier 2,Japan,3458838.68,2023-12-18,Raw Materials,4.27,True,procurement@solacesystem.com
SC-00668,Quantum,Tier 3,UK,1801574.05,2020-09-22,Services,5.63,False,procurement@quantumanaly.com
SC-00669,Pulsar Electronics,Tier 3,Germany,3557505.98,2021-01-31,Electronics,1.18,False,procurement@pulsarelectr.com
SC-00670,Meridian Corp,Tier 3,China,2099503.64,2021-11-14,Raw Materials,5.6,True,procurement@meridiancorp.com
SC-00671,Acme Corp.,Tier 1,Japan,1444052.18,2020-05-18,Raw Materials,3.0,True,procurement@acmecorporat.com
SC-00672,Acme Corp,Tier 3,India,1739739.85,2023-03-11,Services,9.6,True,procurement@acmecorporat.com
SC-00673,Vanguard Networks,Tier 2,Japan,2421585.95,2022-08-29,Electronics,6.46,False,procurement@vanguardnetw.com
SC-00674,Zenith,Tier 2,France,2707989.35,2021-11-17,Software,7.84,False,procurement@zenithtechno.com
SC-00675,Pinnacle,Tier 2,UK,3638572.56,2021-10-08,Services,5.36,True,procurement@pinnaclesyst.com
SC-00676,Solace Systems,Tier 2,USA,4849585.8,2021-07-28,Electronics,3.39,False,procurement@solacesystem.com
SC-00677,Forge Industries,Tier 3,UK,1978353.06,2023-05-03,Electronics,8.65,True,procurement@forgeindustr.com
SC-00678,Indigo Capital,Tier 2,China,479649.04,2021-05-01,Raw Materials,4.52,True,procurement@indigocapita.com
SC-00679,Solaris Energy,Tier 1,USA,1902367.67,2020-03-17,Logistics,9.13,False,procurement@solarisenerg.com
SC-00680,Vertex Capital,Tier 2,UK,812685.0,2021-11-27,Software,7.32,True,procurement@vertexcapita.com
SC-00681,Indigo Capital,Tier 1,France,4912253.7,2022-11-23,Logistics,2.05,True,procurement@indigocapita.com
SC-00682,Summit Resources,Tier 3,France,2635607.12,2020-01-09,Raw Materials,9.32,True,procurement@summitresour.com
SC-00683,Sirius Retail,Tier 1,USA,2626859.67,2023-09-11,Raw Materials,0.22,True,procurement@siriusretail.com
SC-00684,Solaris Energy,Tier 1,Germany,1468508.52,2022-12-26,Raw Materials,7.73,True,procurement@solarisenerg.com
SC-00685,Stellar Pharma,Tier 1,India,616578.95,2023-06-29,Services,5.14,True,procurement@stellarpharm.com
SC-00686,Forge Industries,Tier 3,India,1391707.9,2023-12-13,Raw Materials,5.74,True,procurement@forgeindustr.com
SC-00687,Vertex Holdings,Tier 3,India,2725856.66,2020-04-13,Logistics,0.29,True,procurement@vertexholdin.com
SC-00688,Catalyst Group,Tier 1,USA,2161005.44,2021-01-01,Services,8.91,False,procurement@catalystgrou.com
SC-00689,Aether Networks,Tier 2,India,4096337.8,2023-12-31,Services,0.79,False,procurement@aethernetwor.com
SC-00690,Solace Systems,Tier 1,France,4021634.97,2023-12-01,Software,0.97,True,procurement@solacesystem.com
SC-00691,Summit Resources,Tier 1,Germany,761422.33,2023-06-17,Raw Materials,9.13,False,procurement@summitresour.com
SC-00692,Orion Dynamics,Tier 2,China,2463158.33,2020-05-13,Software,1.13,False,procurement@oriondynamic.com
SC-00693,Summit Resources,Tier 2,France,1775646.44,2023-03-22,Logistics,5.08,False,procurement@summitresour.com
SC-00694,Catalyst Group,Tier 3,Japan,401073.75,2021-09-10,Services,4.61,False,procurement@catalystgrou.com
SC-00695,Nova Logistics,Tier 3,Germany,4870764.07,2022-02-25,Electronics,3.41,False,procurement@novalogistic.com
SC-00696,Synapse Artificial Intelligence,Tier 2,UK,3485959.13,2020-12-20,Electronics,7.39,False,procurement@synapseai.com
SC-00697,Meridian Corp,Tier 2,UK,533386.85,2022-06-30,Logistics,3.08,False,procurement@meridiancorp.com
SC-00698,Vertex Holdings,Tier 3,France,3002206.8,2022-02-15,Raw Materials,4.94,True,procurement@vertexholdin.com
SC-00699,Horizon Enterprises,Tier 1,UK,4521117.22,2023-07-26,Electronics,7.57,True,procurement@horizonenter.com
SC-00700,Cascade Biotech,Tier 2,UK,2910760.5,2021-02-04,Logistics,6.82,True,procurement@cascadebiote.com
SC-00701,Cobalt Ventures,Tier 2,Japan,4913772.5,2021-12-06,Electronics,5.83,False,procurement@cobaltventur.com
